Primary,2024/25,2025/26,2026/27,2027/28,2028/29,2029/30,2030/31,2031/32,2032/33,2033/34,2034/35,2035/36,2036/37,2037/38,2038/39,2039/40,2040/41,2041/42,2042/43,2043/44,2044/45,2045/46,2046/47,2047/48,2048/49,2049/50,2050/51,Licence area,Voltage level,Scenario name,Output parameter
TONG STREET,2.078,2.163,2.132,2.192,2.257,2.318,2.341,2.404,2.45,2.459,2.422,2.174,2.276,2.396,2.515,2.643,2.773,2.91,2.995,3.138,3.276,3.421,3.568,3.7,3.849,3.994,3.994,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
UPPER BASINGHALL STREET,2.547,2.514,2.217,2.19,2.163,2.133,2.014,1.882,1.703,1.462,1.097,0.248,0.26,0.273,0.286,0.299,0.313,0.327,0.33,0.346,0.36,0.375,0.391,0.405,0.42,0.436,0.436,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
VARLEY STREET,3.069,3.185,3.09,3.245,3.412,3.568,3.643,3.864,4.055,4.178,4.212,3.845,4.088,4.347,4.608,4.88,5.158,5.447,5.536,5.842,6.137,6.446,6.759,7.043,7.357,7.664,7.666,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
VICTORIA STREET,5.473,5.312,5.031,4.992,5.101,5.227,5.101,4.942,4.644,4.109,3.076,1.523,1.565,1.615,1.664,1.718,1.772,1.83,1.875,1.936,1.993,2.054,2.115,2.171,2.233,2.293,2.294,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
WALESBY,3.337,3.486,3.571,4.617,5.795,6.728,7.447,10.457,13.446,16.593,19.637,22.491,23.738,24.173,24.778,25.133,25.541,25.854,22.126,22.561,23.015,23.411,23.883,24.333,24.672,25.052,25.056,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
WARREN LANE,1.244,1.268,1.218,1.265,1.315,1.36,1.376,1.45,1.513,1.554,1.562,1.427,1.499,1.57,1.641,1.714,1.789,1.865,1.856,1.938,2.017,2.1,2.185,2.262,2.345,2.427,2.428,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
WATH UPON DEARNE,12.904,12.408,12.506,12.58,13.292,14.069,14.12,14.354,14.193,13.299,10.795,8.098,8.372,8.595,8.831,9.057,9.292,9.527,9.299,9.557,9.808,10.064,10.33,10.573,10.828,11.082,11.084,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
WAVERLEY BUSINESS PARK,0.278,0.276,0.26,0.258,0.256,0.254,0.247,0.239,0.229,0.215,0.195,0.149,0.149,0.149,0.149,0.149,0.149,0.149,0.149,0.149,0.149,0.149,0.149,0.149,0.149,0.149,0.149,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
WAWNE ROAD,17.416,17.508,17.56,17.655,17.756,17.856,17.94,18.068,18.196,18.299,18.393,18.403,18.543,18.712,18.878,19.058,19.242,19.435,19.59,19.792,19.985,20.188,20.393,20.578,20.787,20.99,20.991,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
WEELAND ROAD,6.368,6.42,6.451,6.555,6.674,6.78,6.856,7.104,7.346,7.577,7.782,7.88,8.033,8.153,8.282,8.403,8.528,8.654,8.505,8.644,8.778,8.915,9.057,9.188,9.324,9.46,9.46,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
